address	kind	name	type	comment
005656a0	data	radar_zoom_next	int	The tick hud_radar_zoom steps while game_ticks is short of, which RADAR RANGES and each step put 50 ahead
0057be00	data	radar_range	short	The radar's range, 0 to 2, 2 from hud_init, which sets the scales the objects are placed by
00566548	data	hud_speed_lit_pane	void *	The VFX pane the speed arc's lit shape (0xB8) is drawn into, cut off above the speed marker each frame
00569930	data	hud_speed_unlit_pane	void *	The VFX pane the speed arc's unlit shape (0xB9) is drawn into, cut off below the speed marker each frame
0057bf38	data	hud_charge_lit_pane	void *	The VFX pane the charge arc's lit shape (0xF9) is drawn into, cut off above the guns' charge each frame
005799c8	data	hud_charge_unlit_pane	void *	The VFX pane the charge arc's unlit shape (0xF8) is drawn into, cut off below the guns' charge each frame
0057bc54	data	hud_object	GameObject *	The object the display shows, game_objects[0x005883AC], which hud_draw takes each frame
00569928	data	hud_flip_buffer	void *	hud_init's 'flip buffer', 0x19000 bytes, which hud_blit and VFX_shape_draw_mirrored draw a shape into first
005799c4	data	hud_work_buffer	void *	hud_init's 'work buffer', 0x19000 bytes
00566f88	data	hud_work_buffer2	void *	hud_init's 'work buffer2', 0x19000 bytes
00595494	data	vfx_pixel_write	void *	VFX_pixel_write, looked up out of the VFX library
00595180	data	vfx_buffer_transform	void *	VFX_buffer_transform, looked up out of the VFX library
005959e8	data	vfx_pane_construct	void *	VFX_pane_construct, looked up out of the VFX library
00595284	data	vfx_shape_lookaside	void *	VFX_shape_lookaside, looked up out of the VFX library
005883f4	data	cockpit_object	GameObject *	The cockpit's object, which the mission's start makes of cockpit_frame's parts, each drawn always from its finest level and lit through light mask 0x12, and hangs from the camera's frame; camera_frame moves it, and mission_frame draws its first two parts over the world in cockpit mode 1
005883bc	data	radar_backing	void *	The radar's backing, 'radaralpha': a quad under the radar, a black disc at three quarters, standing in the camera's frame 1000 ahead, which mission_frame draws with the cockpit unless DISPLAY KILLS is held
00588328	data	radar_backing_mesh	void *	The radar backing's mesh: four corners from 65 left of the middle to 67 right and 32 either side of the radar's height, unprojected to 1000
005636e0	data	cockpit_recoil	float	The guns' kick on the cockpit's hands: 1 as the player's guns fire, a twentieth less each frame; camera_frame moves the hands back 30 times it
00476270	function	object_apply_knocks	void __fastcall (GameObject *object)	Applies the knocks taken since the last move and clears them: the impulse over the mass to the velocity, and the angular impulse, through the inverse inertia tensor, to the rotation and the angular rates
004763c0	function	object_knock	void __fastcall (GameObject *object, Vec3 *force, Vec3 *at)	A push of force at a world point, from a collision or an explosion: adds the force to the impulse and force × lever to the angular impulse
00476430	function	object_knock_local	void __fastcall (GameObject *object, Vec3 *force, Vec3 *lever)	object_knock with the force in the object's frame and the lever given directly; the Disrupted order pushes a ship with it
004c1120	function	vec3_cross	void __fastcall (Vec3 *out, Vec3 *a, Vec3 *b)	out = a × b
004c10f0	function	vec3_divide_by	void __thiscall (float d)	Divides the vector in ECX by d, by multiplying it by 1 / d
004c2610	function	mat3_from_axes	void __fastcall (float *m, Vec3 *z, Vec3 *x)	Builds m from a Z axis and an X axis: Z normalized, Y = normalize(Z × X), X = Y × Z
004c2690	function	mat3_orthonormalize	void __fastcall (float *m)	Makes the axes of m unit length and perpendicular again, keeping the direction of its Z axis
004c2740	function	mat3_angles	void __fastcall (Vec3 *out, float *m)	The angles about X, Y and Z that make up m, from sr_atan2
004c2070	function	mat3_determinant	float __fastcall (float *m)	
004ad9f0	function	mat3_inverse	void __fastcall (float *out, float *m)	out = the inverse of m
004c3000	function	sr_tables_init	void __cdecl (void)	Fills atan_table and ease_table, once
004c3140	function	sr_atan	float __cdecl (float x)	The angle whose tangent is x, from atan_table
004c3120	function	sr_ease	float __cdecl (float t)	(1 - cos(t × pi)) / 2 for t from 0 to 1, from ease_table
005de344	data	atan_table	float[4097]	The arctangent of 0 to 1 in steps of 1/4096, for sr_atan and sr_atan2
005e2348	data	ease_table	float[4096]	(sin((i / 4096 - 0.5) × pi) + 1) / 2, for sr_ease
00562ce4	data	player_speed_change	float	How much the player's speed changed in the last object_move; nothing reads it
004744e0	function	motion_downward	void __fastcall (int slot)	The plain flight model along the object's Y axis, which points below it: object_steer without throttle turns, then the velocity through the flight model's inertia toward the throttle times its top speed, the last throttle nothing; a fighter flies by the first ship type's flight model (0x004F9E70). Selected by the Reliant's launch and the Ripper
00474570	function	motion_plain	void __fastcall (int slot)	motion_downward along the object's Z axis, keeping the throttle as the last, the Ripper flying by its own flight model whatever its class: a flight model with no throttle rules or burns. Selected by a torpedo's launch, the Ripper and the landing orders
00474610	function	motion_brake	void __fastcall (int slot)	Slows the object to 0.97 of its velocity each update. Selected by the Eject order
00474640	function	motion_jump_out	void __fastcall (int slot)	Moves the object to the point between the two in its JumpState (+0x5C, +0x68) by the square of 0.004 a tick of mission_ticks since its step began (+0x08), each coordinate eased (0x00426900); no rotation, last throttle nothing. Selected by Jump Out as the ship goes
004746d0	function	motion_jump_in	void __fastcall (int slot)	Flies the object along its nose at 2400 (600 without components), less 0.003 of that for each tick of frame_start since it was placed (JumpState +0x08), but never slower than its cruise speed; no rotation, last throttle nothing. Selected by Jump In as the ship flies in
00416490	function	jump_init	void (void)	Readies the jumps as a mission loads: makes the flare's mesh (jump_flare_mesh), loads the trails' texture (jump_trail_texture), and clears jump_player_going and jump_arriving
00416510	function	jump_free	void (void)	Frees jump_flare_mesh as a mission ends
00417670	function	jump_effect_start	void __fastcall (int slot)	Begins Jump Out's effect as the ship is held still: keeps how the ship is turned and where it stands (+0x18, +0x3C), aims its motion 500000 along the way to its destination (+0x68), and makes its burst behind it, a trail at each attachment of kind 7 (five at most) and a light at each of kind 8 (twenty at most)
00417af0	function	jump_trail_mesh	void * __fastcall (int slot, bool components)	Makes a jump's trail mesh (JumpTrail Mesh): 100 by 100 by 20000, or 1000 by 1000 by 40000 for a ship that lists components, flipped for the Ripper
00417dc0	function	model_show_finest	void __fastcall (ModelNode *node, bool finest)	Sets or clears bit 8 of the scene object flags of each node of a model and of the models mounted on it, which draws them at their finest level
00417e30	function	jump_burst_mesh	void * __fastcall (bool arriving)	Makes a jump's burst mesh (JumpBurst Mesh): six rings of twelve, with the shield texture, for Jump In where arriving and else for Jump Out
00418120	function	jump_flare_object	void * (float width)	A scene object of jump_flare_mesh (Jump flare mesh), scaled to width
00418150	function	jump_burst_fade	void __thiscall (void *burst, float share)	Greys a jump burst's rings by their place times share times 0.1, opaque
004181c0	function	jump_burst_glow	void __thiscall (void *burst, float share)	Lights a jump burst, on the hardware renderers and on the software one apart
00418390	function	jump_trail_stretch	void __thiscall (void *trail, float share)	Stretches a jump's trail, its vertices placed by share times 0.3
00418470	function	jump_mark	void __fastcall (int slot)	Marks an object in the way of a formation's Jump Out as jumping, and in turn each fuel pod (type 0xE1) and each ship whose Launch or Dock names it, but stand-ins and disabled and jumping ones
004184f0	function	jump_out_place	void __fastcall (JumpState *state, int slot)	Where Jump Out takes a ship: in formation behind the player's ship when the player's order is Jump Out at the same target, rows 3000 apart, 150 ahead, clearing its way 500000 ahead (jump_mark); else to its target, or 1e7 ahead
00418850	function	jump_in_place	void __fastcall (JumpState *state, int slot)	Where Jump In brings a ship: abreast of its target where it is drawn, turned as it is, by the order's number 3000 apart to the right and the left in turn
00418900	function	jump_effect_alloc	void * (void)	Allocates a jump's effect record, 0x94 bytes, cleared, into the first free of the 64 jump_effects; null when all are taken
004189a0	function	jump_effect_free	void __fastcall (void *effect)	Lets a jump's effect record go (0x004189D0)
0051cfa4	data	jump_effects	void *[64]	The jumps' effect records, 0x94 bytes each: trails, lights, burst and flare; Jump In stops with Jump has overrun array when all are taken
0051d0a4	data	jump_countdown_step	float	1/15, which order_jump_out_init sets and nothing reads
0051d0a8	data	jump_flare_mesh	void *	The jump flare's mesh, which jump_init makes
0051d0ac	data	jump_trail_texture	void *	The jump trails' texture, which jump_init loads
0051d0b0	data	jump_player_going	byte	Set while the player's ship is on its Jump Out, which gates jump_countdown; jump_init and Jump Out's end clear it
0051d0b4	data	jump_countdown	int	15 from order_jump_out_init, counted down every 10 game ticks while jump_player_going; nothing reads it
0051cfa0	data	jump_countdown_next	int	The game tick past which jump_countdown next counts down
005e82f0	data	jump_arriving	byte	Set while the player's ship jumps in, from Jump In's placing to its flight's end, which cuts the space dust's streaks to a quarter (stars_project); jump_init clears it
00474770	function	motion_follow	void __fastcall (int slot)	Steers toward the point the order state's callback gives and moves toward it, no faster than the order state's speed limit. Selected by the Follow Curve and Dock orders
00474930	function	motion_follow_backwards	void __fastcall (int slot)	motion_follow with the angles to the point negated, for flying tail first
00474b00	function	motion_drift	void __fastcall (int slot)	Slows the object to 0.99 of its velocity each update. Selected by the Jump In order
004124e0	function	power_reach	float __thiscall (float x, float y)	How far the power setting in ECX is toward the direction (x, y): the distance from it to the edge of the power ball's disc, radius 64, going the other way. 128 at the anchor, 64 in the middle
00412560	function	power_distribute	void __fastcall (GameObject *object)	Sets the object's shield, gun and speed factors from its power setting: each system's share of the three reaches, s, gives (1.75 - 0.75 s) s + 0.5
00412d40	function	shield_balance	void __cdecl (float x, float y)	SHIELD BALANCING held: past half-way, the stick's y shifts a quarter of the shield power a step between the fore and aft shields, through their reserves
00413180	function	power_move	void __cdecl (float x, float y)	POWERBALL WINDOW held: moves the player's power setting against the stick by the frame's ticks, keeps it within the disc and distributes the power
00476fc0	function	object_recharge_shields	void __fastcall (GameObject *object)	Each simulation step: each shield gains its full charge times the shield factor and condition over the recharge time, up to the full charge, less what SHIELD BALANCING shifted to the other side for the player
00482de0	function	hud_channel	uchar __cdecl (float x)	A colour channel: x cut to a whole number and kept within 0 and 255
0051cefc	data	shield_balancing_held	short	Set while SHIELD BALANCING is held: the stick shifts the shields instead of steering
0051cf34	data	shield_reserve_aft	float	What SHIELD BALANCING shifted beyond the aft shield's most
0051cf78	data	shield_reserve_fore	float	What SHIELD BALANCING shifted beyond the fore shield's most
00569984	data	power_ball_texture	byte[65536]	powerball.tga, a byte a pixel, each the top 5 bits of the grey
00579e2c	data	power_ball_sphere	ushort[3844]	Where each pixel of the 62 by 62 power ball shows the texture, a sphere mapped onto it
00567f90	data	power_ball_shade	byte[3844]	How brightly each pixel of the power ball is lit, 0 to 63
00566f90	data	power_ball_colours16	ushort[2048]	The power ball's colours in the 16-bit display: 32 for each of 64 levels of light
00568e94	data	power_ball_colours8	byte[2048]	The same for the 8-bit display, as palette indices
004c1050	function	lerp	float __stdcall (float a, float b, float t)	The value t of the way from a to b: (b - a) t + a
004c4190	function	SR_object_init	void __fastcall (void *object)	Clears a new scene object: identity orientations, zero positions, no name
004c43e0	function	SR_light_init	void __fastcall (void *light)	Readies a new light: frame type 2, intensity 1, range 1. It leaves the kind at +0xB4, which a cleared allocation makes 0, a point light
0049a2a0	function	node_mark_animating	void __fastcall (ModelNode *node)	Sets flag 0x800, animating, on a node and every node it hangs from, unless the node has it already
0049a2d0	function	node_play	void __fastcall (ModelNode *node, int slot, float time, int mode, float speed)	Plays on a part node the track its part's loader filed under slot 0 startup, 1 fire or 2 deploy: from time unless it is below zero, in mode, the track's own for -1, at speed a step. Any mode but 0 marks the node animating
0049a340	function	node_play_named	void __fastcall (ModelNode *node, char *name, float time, int mode, float speed)	node_play for the first of the part's tracks with the name, whatever its case
0049b520	function	node_turn	void __fastcall (ModelNode *node, Vec3 *delta)	Turns a node by angles of its own, as a turret turns: adds delta to the angles at +0xDC and marks it animating; about each axis whose limits its part holds (+0xD8 to +0xEC, degrees) keeps the angle within them, or with equal limits brings it round within a half turn
0049a460	function	node_frame_update	void __fastcall (ModelNode *node)	Once a frame: puts a node that a step committed a new place for (flag bits 1 and 2) simulation_counter quarters of the way from that place to the next. A posed node (bit 3) moves between its poses, the angles turning the short way round; any other along the line between and by that share of the turn. Another player's ship in a multiplayer game moves between its last two messages' places instead
0049a880	function	node_tree_frames	void __fastcall (ModelNode *node)	node_frame_update for a node and, in turn, each child that is neither hidden nor flagged 0x80. mission_frame runs it for every object before placing the camera
004c1dd0	function	mat3_copy_transposed	void __fastcall (float *to, float *from)	Copies the transpose of a 3x3 matrix
0047c7b0	function	clip_event_muzzles	void __thiscall (ModelNode *node, int unused)	A track's event of kind 0: runs 0x0047C5F0 for each of the node's children of kind 4, the nodes attachments of kind 3 make at a gun's muzzle
0047c800	function	clip_event_particles	void __fastcall (ModelNode *node)	A track's event of kind 2: for each attachment of kind 7 on the node's part, emits a particle from the template at 0x005636DC at the attachment's place, with a random frame and a quarter of the object's velocity
005635d0	data	allied_huge_gun_trail	ParticleTemplate *	The particles an Allied Huge Gun's shot trails, of particle_pool: 120 to 129 ticks, 12 a tick, a half-size from 700 to 250, blue fading to nothing
0056318c	data	coalition_huge_gun_trail	ParticleTemplate *	The particles a Coalition Huge Gun's shot trails, of particle_pool: 120 to 129 ticks, 12 a tick, a half-size from 500 to 1100, orange fading to nothing
005636d0	data	flak_pool	void *	The pool a flak shell's burst sends its particles into: 1000 over gunflare partic7, blended by alpha
00563104	data	flak_particles	ParticleTemplate *	A flak shell's burst's particles, of flak_pool: 150 to 159 ticks, a half-size from 42 to 119, dimming from half grey, a spark one time in 200
00563100	data	case_texture	TextureImage *	gunflare case1, the spent cases' eight cells
0056315c	data	case_pool	void *	The pool a spinning gun's spent cases fly from: 100 over case_texture, showing its own colours, blended by alpha
005636d4	data	case_template	ParticleTemplate *	A spent case, of case_pool: 100 to 109 ticks at a half-size of 15
005636dc	data	case_emitter	void *	The emitter clip_event_particles throws each spent case from: back along its attachment at 10 a tick, strayed up to an eighth across
00466630	function	objects_reset	void __fastcall (void)	As a mission starts: every slot of game_objects gets a stand-in of type 1001, flagged stand_in and not created, every ship type loses its objects and model, and game_object_count goes to 0; loads the atmos texture and empties the planets' atmosphere table
00466740	function	ship_type_load	void __fastcall (ShipTypeEntry *type)	Loads a ship type's model, unless it is loaded already, and its schematic as the type's data, soft\ first for the software renderer
004667f0	function	gun_groups_build	void __fastcall (int type, GameObject *object)	Works out a ship type's gun groups from an object's guns, pairing each with the one nearest its mirror image across the ship, into the type's table at 0x545900 + type * 0x78 and the count at ship_combat_stats + 0x1C
004adce0	function	object_random15	uint __fastcall (GameObject *object)	The object's own random number from 0 to 32767: its seed steps as seed * 0x343FD + 0x269EC3, and bits 16 to 30 of it are the number
00492370	function	object_armor_conditions	void __fastcall (GameObject *object)	Works out the guns' condition (0x66C), the cruise speed's (0x668) and the shields' (0x664) from the armour left in each quadrant; for the player's ship, sounds a warning at most every 500 ticks while a quadrant has lost its shield and half its armour
004770e0	function	guns_step	void __fastcall (GameObject *object)	An object's guns each simulation step: the charge recharges by gun_energy * gun_factor * gun_condition / (seconds * 25) up to gun_energy while +0x148 is zero. Each gun whose trigger is held fires once its interval has passed, drawing Gun.shot_energy from the charge or one of the object's rounds by the type's kind; the guns firing this step share out the charge the step began with. Below a gun_condition of 0.9 a shot goes off only as often as the condition plus a tenth, and blind fire lengthens the interval by 35 in 100
0057e04e	data	cutaway_slot	short	The slot the loops over the objects walk after those handed out, which the mission's start sets to 399
00457cd0	function	mission_ship_create	void __fastcall (MissionShip *ship)	Creates the object of a mission's ship record in the slot of its index: its type, a player's twin from the 14th mission on, its tier and position, turned by the record's angles; nav points and markers too
00452240	function	object_orient_by_record	void __fastcall (GameObject *object, MissionShip *ship)	Turns an object's root to a mission ship record's angles in degrees: yaw about Y, then pitch about X, then roll about Z
004c1ad0	function	mat3_zero	void __fastcall (float *m)	Zeroes a 3x3 matrix
00401710	function	ai_steer_angles	void __fastcall (GameObject *object, Vec3 *direction, float limit, float ease, uint flags)	ai_steer's turns toward a point in the ship's own frame: within 18 degrees of the nose it yaws at it, further off it rolls to bring it overhead, and it pitches once the roll is within 0.8 radians. A ship flying backwards turns toward the other way about
00401690	function	ai_steer_axes	void __fastcall (GameObject *object, Vec3 *direction)	ai_steer's turns for a ship whose flight stats hold a word at +0x24: it pitches and yaws at the point together and never rolls, and yaws hard to one side while the point is behind it
00403090	function	ai_roll_toward	void __fastcall (GameObject *object, Vec3 *at, Vec3 *axis)	Rolls the ship so that axis stands up in its own frame, by ai_steer's measure, while at lies within 0.95 of dead ahead
00465c50	function	objects_collide_parts	void __fastcall (int *a, int *b, int flag)	Tests the ship of a pair against the parts of whichever object lists components, through 0x465380; type 0x83 runs 0x465B40 first
00465ca0	function	collision_damage	void __fastcall (int *a, int *b)	The damage two objects do each other as they collide: a fifth of the closing speed over the lighter one's mass, halved, through each ship's shields and armour at the quadrant the other struck
00468f60	function	collision_extent_compare	int __cdecl (int *a, int *b)	qsort's comparator for the collision sweep: orders the entries by how far each sphere reaches along X, the farthest first
00464e80	function	collision_impulse	void __fastcall (GameObject *a, ModelNode *a_root, GameObject *b, ModelNode *b_root)	The shove two objects give each other where they meet: how fast the contact point closes between this step and the next, over each object's mass and angular_response, twice it for the bounce, handed to both through object_knock. An attached object, and the Ripper carrying something, take none
004ad8d0	function	node_next_place	void __fastcall (ModelNode *node, Vec3 *position, float *orientation)	A node's next place in the world: its own next place, turned and moved by each parent's in turn
004ad960	function	node_world_place	void __fastcall (ModelNode *node, Vec3 *position, float *orientation)	A node's place in the world: its own, turned and moved by each parent's in turn
004c1c10	function	mat3_add	void __fastcall (float *m, float *by)	Adds a 3x3 matrix into another
004c1160	function	vec3_cross_by	void __fastcall (Vec3 *v, Vec3 *by)	Crosses a vector by another in place
004c2050	function	det2	float __fastcall (float a, float b, float c, float d)	The determinant of a 2x2 matrix: a*d - b*c, which mat3_determinant sums three of
00465380	function	collision_test_hull	undefined4 __fastcall (GameObject *ship, GameObject *hull, int pass)	Tests a ship against the faces of each part of an object that lists components, by the planes the loader keeps past the part record, in place of the sphere test
004a2eb0	function	model_take_chunk	ushort __fastcall (void **out, uint tag, uint size)	Reads the next chunk with this tag from the model file, allocating count records of size bytes and copying min(record size, size) into each; returns the count and leaves the rest zero
0049bef0	function	object_hit_test	void __thiscall (ModelNode *node, void *query)	Tests a query against a node's collision tree, then against each child node that is neither hidden nor 0x80
0049bd30	function	node_hit_test	undefined4 __fastcall (ModelNode *node, void *test)	Descends the collision tree of the node's part with a stack, calling test with each box in the world; a node with faces is a leaf
00465240	function	collision_hull_test	bool __fastcall (void *box, void *query)	The test node_hit_test calls as it descends a hull's tree for objects_collide: the query is a sphere, the box a tree node's in the world, and a leaf's faces are tested where it meets one
00464b30	function	collision_hull_faces	float10 __fastcall (void *leaf, Vec3 *point, float best)	The nearest point of a leaf's faces to a point in the part's frame: each face whose plane the point is in front of, within the best distance so far, has its triangles tested; returns the distance squared
00463ca0	function	damage_quadrant	int __fastcall (GameObject *object, Vec3 *at)	Which quadrant a hit falls in, from where it lies in the object's frame as a share of its bounds: the larger of along and across decides, giving 2 fore, 3 aft, 1 right and 0 left
00463d70	function	damage_by_difficulty	float10 __fastcall (int slot, DamageKind kind, float value)	Scales damage by difficulty outside multiplayer: a kind equal to player_index, a shot in a single-player game, on a hostile object x1.5, x1 or x0.75 from easy to hard; anything on the player ship x0.75, x1 or x1.5, then x0.5
00562f14	data	difficulty	Difficulty	The game difficulty: 0 easy, 1 medium, 2 hard; SET GAME DIFFICULTY starts it at 1 and steps through them
00463e10	function	damage_feedback	void __fastcall (int quadrant, DamageKind kind, float damage)	While force_feedback is set, a hit on the player's ship: a shot starts force_shake and raises hit_shake by 0.05 of the damage while it is below 1, up to 1; any other hit adds 300 times the damage to force_hits on its side and raises hit_shake as much, up to 2
00463ee0	function	object_damage	void __fastcall (GameObject *object, int quadrant, float value, float factor, int attacker, DamageKind kind)	Damage to an object: its shield in that quadrant takes it first, and what passes through times factor wears the armour; kinds 0, 1 and 5 count toward recent_damage. Debris and a jumping object take none
004641f0	function	object_armor_damage	void __fastcall (GameObject *object, int quadrant, float value, int attacker, DamageKind kind)	Damage to an object's armour once the shield is down: the quadrant's armour falls by it, the armour conditions follow, and armour below zero destroys the object
00478360	function	simplex_nearest_point	void __fastcall (int *simplex)	The nearest point of a simplex to the origin, for 1 to 4 points, which the collision code uses for a triangle
00479800	function	object_fit_guns	void __fastcall (GameObject *object)	Fits an object with the guns its model holds: counts them, allocates gun_count records of 0x60 bytes and a word each, then fills them in
00479640	function	object_collect_guns	void __fastcall (GameObject *object, ModelNode *node, int fill)	Walks a node's children for the guns an object carries: an attachment of kind 3 is a gun of the type at the attachment's +0x64, and a turret part takes one by its turret kind. Called once to count and once to fill
00479610	function	part_is_turret	bool __fastcall (ModelNode *node)	Whether a node's part is a turret: its class is 3, 9, 10 or 18
00479160	function	turret_fit_aimed	void __fastcall (GameObject *object, ModelNode *parent, ModelNode *turret)	Fills the next gun record for an aimed turret (kind 1): the parts of the assembly sharing the turret part link id, not hidden, in slots 0 to 4 at +0x38 by their turret slot, slot 1 taking the base where none; the last muzzle; the firing arc of a component part at +0x58; no target; the owner object at +0x34; node flag 0x400 on the base
00479470	function	turret_fit_spin	void __fastcall (GameObject *object, ModelNode *parent, ModelNode *turret)	Fills the next gun record for a spinning gun (kind 2): the assembly parts in slots 0 to 4 at +0x1C, the last muzzle and its gun type, the owner object at +0x30, node flag 0x400 on slot 0
004793a0	function	turret_fit_missile	void __fastcall (GameObject *object, ModelNode *parent, ModelNode *turret)	Fills the next gun record for a missile turret (kind 3): the assembly parts in slots 0 to 4 at +0x38, no target, the owner object at +0x34, node flag 0x400 on slot 0; no muzzle and no gun type
0047b1f0	function	object_fire_guns	void __fastcall (GameObject *object, int ticks)	Holds the trigger of the guns that fire, gun+0x0C becoming frame_start + ticks. With gun_mode.all every gun but a turret of kind 1, otherwise the chosen group's two; a muzzle of gun type 11 is passed over, and so is a ship whose guns are disabled. A ship of type 11 or 255 whose chosen group holds a gun type 11 charges it up in +0x148 instead, shaking the player's view
0047b3d0	function	nova_release	void __thiscall (GameObject *object, char remote, float charge)	Lets a Phoenix's Nova Cannon go, in the first of the eight nova_beams free (none free, nothing): a remote player's at the charge given; below 0.5 the charge is lost. Otherwise the blast sounds, the nc effect plays, the player's beam strikes every object whose box it meets 40000 ahead (object_damage, or nova_strike_parts), and the beam shows 80 ticks, the charge spent
0047b100	function	nova_helix	void __thiscall (Vec3 *out, float at)	The Nova Cannon's strands' helix at a point along it: radius 100, six turns a unit, 15000 long a unit from 600 ahead
0047b840	function	nova_strike_parts	void __fastcall (GameObject *object, ModelNode *node, Vec3 *from, Vec3 *to, GameObject *shooter)	The Nova Cannon's beam through a node and those hanging from it: each part whose box it meets takes the cannon's second damage times the charge against its component for each tree leaf it crosses, with a hit effect there
0047c5f0	function	bullet_fire	void __fastcall (ModelNode *node, ShpPart *part, float speed_share, char heard)	Fires one shot: takes a free record of the 200 at bullet_pool, sets its owner, fills it in (bullet_place), adds the owner's velocity times speed_share, plays the type's sound when heard, links it into the list ending at bullet_last, and sets the part's muzzle flash to end after gun_flash_ticks
0047ecd0	function	bolt_build_messon	void * __fastcall (void)	The Messon Blaster's bolt for the index in EBX: as bolt_build_laser, 5 by 5, 400 longer for each index from 40, and taking colours of its own
0047ef80	function	bolt_build_turret_lasers	void * __fastcall (int variant)	The Turret Lasers' bolt, 200 by 200 by 2400, with two diamonds across its flight drawn from the shot texture's corner: at 0.6 of its length for variant 0, the player's side's set, or 0.15 for the rest's, and at 0.85. Near until 60000, its upright quad alone until 100000
0047f600	function	bolt_build_tachyon	void * __fastcall (int *unused, int piece)	One of the Tachyon Cannon's two pieces, each a single level to 1000000: for piece 0 a star of three blades 60 wide and 1600 long (0x004ADF90), for piece 1 a square 200 across (0x0044F000) textured from the shot texture's corner
0047f730	function	bolt_build_neutron	void * __fastcall (void)	The Neutron Particle Gun's bolt: as bolt_build_laser, 80 by 80 by 1500, its upright quad alone out to 10000000, and taking colours of its own
0047f9c0	function	bolt_build_gattling_plasma	void * __fastcall (void)	The Gattling Plasma Cannon's bolt for the index in EBX: as bolt_build_laser, 40 by 40, 150 longer for each index from 200
0047fc90	function	bolt_build_vulcan	void * __fastcall (void)	The Vulcan Battery's bolt: as bolt_build_laser, 40 by 40 by 300; guns_init builds four the same
0047ff20	function	bolt_build_nova	void * __fastcall (void)	The Nova Cannon's bolt: as bolt_build_laser, 180 by 180 by 10000, its upright quad alone out to 500000; each shot draws a copy of it (levels_copy)
004801b0	function	bolt_build_allied_huge	void * __fastcall (void)	The Allied Huge Gun's shell: three squares through its centre, one in each plane, 1400 across, on alhuge, lit and added, one level at every distance
00480420	function	bolt_build_coalition_huge	void * __fastcall (void)	The Coalition Huge Gun's shell: as bolt_build_allied_huge, 3400 across, on clhuge
004786e0	function	muzzle_flash_mesh_build	void * __fastcall (void *texture)	A gun type's muzzle flash mesh, four quads on the texture given, added; guns_init builds one for each type into muzzle_flash_meshes
0047b150	function	muzzle_flash_create	void * __fastcall (ModelNode *node)	A muzzle node's flash (gunbarrelflare_Mesh): a mesh object over the flash mesh of the gun type the node's attachment names, with its own texture coordinates
0047ba80	function	muzzle_flash_draw	void __fastcall (ModelNode *node)	Readies a muzzle node's flash to be drawn: hides its frame once the tick at +0xBC has passed, else turns it as the attachment, shows the Gattling Plasma Cannon's sheet frame for frame_start, and scales it by the share of its gun type's gun_flash_ticks left, held between 0 and 1
00480690	function	nova_beams_frame	void (void)	Each frame from bullets_frame: each Nova Cannon beam past its time freed, the rest placed on their ships, the beam's blades scrolling and fading out over the last fifth, and after a full charge its 30 strands along the helix
004809e0	function	nova_beam_free	void __fastcall (int beam)	Frees a Nova Cannon beam's objects, the beam and but the first six of its strands, and marks it free
00479140	function	guns_load_shell	void __cdecl (void)	Loads the Turret Flak's shell, the first part's levels of ship type 0xB1's model (shell.shp), into both sets of bolts
00478fa0	function	bullets_free_all	void __cdecl (void)	Lets every shot go (bullet_free) and empties the list of those in flight
00478fe0	function	guns_shutdown	void __cdecl (void)	Frees what guns_init built: the particle templates, the pool of shots, both sets of bolts but the shell, the muzzle flash meshes
004adf90	function	mesh_build_star	void * __fastcall (int blades, void *texture, float radius, float half_length, float u0, float v0, float u1, float v1)	A mesh of blades through the Z axis, spread evenly over half a turn, each a quad radius wide either side and half_length long either way, with the texture span given on every blade; lit, added, and taking colours of its own
0044f000	function	mesh_build_square	void * __fastcall (char two_sided, uint flags, float width, float height)	A rectangle facing along Z, width by height, as two triangles, or four where two_sided, over the whole of its texture
004ae190	function	ship_type_first_levels	void * __fastcall (int type)	Loads a ship type's model where none of its objects has yet, counts one more object of it, and returns its first part's levels
004c4710	function	mesh_copy	void * __fastcall (void *mesh, bool polygon_flags)	Copies a mesh into one allocation with arrays of its own; with polygon_flags, or mesh flag 0x10, the copy has a flag byte for each polygon
004c4b70	function	levels_copy	void * __fastcall (void *levels)	A copy of a level set, 0x54 bytes, with a copy of each of its meshes
0049c5d0	function	particle_template_create	ParticleTemplate * __fastcall (void *pool)	A particle template, 0x50 bytes, of a pool: kind (+0), life and its spread (+4, +8), then curves over a particle's life set with particle_curve_set, the rate an emitter streams at (+0xC), the half-size (+0x18) and the red, green and blue (+0x24, +0x30, +0x3C); the pool (+0x48) and how far a burst thins with distance (+0x4C), 1
0049c180	function	particle_curve_set	void __thiscall (ParticleCurve *curve, float start, float middle, float end)	Sets a curve over a particle's life to the quadratic through start, middle and end at its beginning, halfway and its end
0049c600	function	particle_emitter_create	void * __fastcall (void *template)	A particle emitter, 0xFC bytes, of a template, born now: its life and birth (+0, +4), a frame of its own (+8), unturned, which a caller may hang off another; then the particles' direction and spread (+0xBC, +0xC8), speed and its range (+0xD4, +0xD8), what they inherit (+0xDC), the texture's span (+0xE8) and the template (+0xF8)
0049bf60	function	particles_init		Makes particle_pools and in it particle_pool, of 1000 over gunflare\partic4, and sets the sparks up (sparks_init)
0049bfb0	function	particles_reset		Frees every particle of every pool, as a mission starts or ends
0049c010	function	particles_shutdown		Frees the pools
